gene_id	gene_name	GM12878_REP1	GM12878_REP2	H1_REP1	H1_REP2	K562_REP1	K562_REP2	MCF7_REP1	MCF7_REP2
ENSG00000011677	GABRA3	1	0	1231	904.007	322	219	5	6
ENSG00000012048	BRCA1	4686.407	4182.001	2790.76	1889.686	7760.999	9421.963	7691.345	9044.94
ENSG00000012061	ERCC1	5960.999	6080.817	6197.336	7060.274	5450.001	7809	2256.657	2285.05
ENSG00000012124	CD22	25858.997	25897.73	8	19	351	334.009	63.002	70.001
ENSG00000012171	SEMA3B	23	34	567.393	1053.073	156	235	3275.913	6527.299
ENSG00000012174	MBTPS2	1528.013	1511.87	1323.258	944.472	1871.909	1764.678	3777.203	4022.981
ENSG00000012211	PRICKLE3	1076	1219.999	1301.544	1772.494	1949.999	2823	658.618	721.003
ENSG00000012223	LTF	0	0	46.072	59	19	1	0	0
ENSG00000012232	EXTL3	2279.056	2599.999	19885.625	18970.36	1975	2245	3083.182	3883.096
ENSG00000012504	NR1H4	0	0	0	0	0	0	1	0
ENSG00000012660	ELOVL5	16055.001	15020	19490.513	10406.235	11108	13492	5326	5566.979
ENSG00000012779	ALOX5	7570.999	7368	502.999	632.003	102	202	431	292
ENSG00000012817	KDM5D	0	0	4803.41	4457.081	0	0	0	0
ENSG00000012822	CALCOCO1	1553.001	1419.999	3564.816	2818.344	1344	1929.021	6289.701	5350.742
ENSG00000012963	UBR7	6070.523	5860.982	4766.55	3137.079	4435	5375.963	14115.816	16515.419
ENSG00000012983	MAP4K5	3699	3141	1584.001	999.022	2707.999	3268	6670.254	5794.539
ENSG00000013016	EHD3	2351	2610	3052.182	2916.847	0	11.004	768.016	1090.013
ENSG00000013275	PSMC4	5493.582	6477.565	8457.43	8673.207	5546.417	7532.045	7488.173	10549.109
ENSG00000013288	MAN2B2	3013.999	2961	1391.761	1901.006	1328	1430.136	1994.112	2901.896
ENSG00000013293	SLC7A14	0	0	157.002	160.007	1	0	1	2
ENSG00000013297	CLDN11	1	0	691.999	1004	12.002	6.155	39.923	14
ENSG00000013306	SLC25A39	15397.001	18038.999	27669.986	32150.966	20232.999	20385	9416.12	13981.519
ENSG00000013364	MVP	5405.062	6263.759	355.299	625.521	81	60	1632.18	2092.187
ENSG00000013374	NUB1	5622	4708	3576.068	2895.776	7049.001	10103.999	5252.873	4772.787
ENSG00000013375	PGM3	1768.448	1523.999	3195.712	1624.94	3707	4381.198	6721.401	6216.9
ENSG00000013392	RWDD2A	561.997	414	572.83	365	350	617	1694.975	1397.992
ENSG00000013441	CLK1	8358.925	6706.999	2047.622	877.691	2990	4635.054	15145.574	10548.599
ENSG00000013503	POLR3B	1428	1136	1473.004	1037	2461	2737	2365.485	2612.999
ENSG00000013523	ANGEL1	3079.758	2838	6249.643	6164.582	2038	2221	7739.498	8294.612
ENSG00000013561	RNF14	1271.001	1091.399	724.001	511.805	3811.806	4688.932	3746.128	3623.436
ENSG00000013563	DNASE1L1	1549	1756	3377.525	2932.392	1241.999	1253	2702.066	2956.599
ENSG00000013573	DDX11	5957.721	7022.223	12200.41	13110.731	7493.03	10447.521	7050.388	9397.787
ENSG00000013583	HEBP1	1	0	1581.276	1218.033	234	281	1151	1416.003
ENSG00000013588	GPRC5A	514.223	450	254.011	193	11	2	87535.513	86859.868
ENSG00000013619	MAMLD1	4	6	59	45	0	18	904.999	891.078
ENSG00000013725	CD6	853.999	1033	8	4	0	1	7	1
ENSG00000013810	TACC3	8774.604	10643.5	9235.08	12233.109	8069.858	12339.999	5486.853	8100.255
ENSG00000014123	UFL1	2935.017	2437	662	378.001	2454	3077	5492.562	4646.525
ENSG00000014138	POLA2	6649	6462.999	7863.228	5496.829	6257.001	6466.999	6886.662	10540.464
ENSG00000014164	ZC3H3	1348	1686	2678.338	3248.054	1253	1646	661.004	949
ENSG00000014216	CAPN1	8420.001	10000.092	25339.413	29260.034	8397	11211.999	12931.236	15453.956
ENSG00000014257	ACPP	1	10	182	85.001	15	21	206	125
ENSG00000014641	MDH1	18533.999	16181.942	26381.824	12053.257	17009	18762.999	16632.732	17573.238
ENSG00000014824	SLC30A9	5487	4656	7507.203	3988.285	5984	6959.748	7812.661	7081.764
ENSG00000014914	MTMR11	54	42	487.027	430.728	52	60	2957.135	2814
ENSG00000014919	COX15	3816	3536	3228.095	2362.379	1775.009	2400.999	3863.392	4049.01
ENSG00000015133	CCDC88C	9337.001	10414.999	2971.754	4816.637	2050.999	2515	4373.32	4220.279
ENSG00000015153	YAF2	1162.001	1084	59	29.002	898	1511.344	1877.957	1647.148
ENSG00000015171	ZMYND11	2111.001	2075.001	1898.403	815	1277	1613	26876.117	29165.007
ENSG00000015285	WAS	2271.999	3417	40	69	344	397	141	155
ENSG00000015413	DPEP1	0	0	307.001	334	11	0	4	5
ENSG00000015475	BID	8316	8587.059	4230.535	3276.875	5599.97	6977.001	3927.395	4000.204
ENSG00000015479	MATR3	31966.926	29281	25015.225	17229.351	33405.708	40007.074	35474.045	29492.781
ENSG00000015520	NPC1L1	1	3	60.003	53.009	2	11	45	29
ENSG00000015532	XYLT2	2348.95	2795	6385.79	7308.016	1105	1299	1140	1903.826
ENSG00000015568	RGPD5	467.638	998.99	1332.157	1272.655	67.315	145.755	2078.61	2984.157
ENSG00000015592	STMN4	37	12	0	0	0	0	7	2
ENSG00000015676	NUDCD3	6583	6078	8685.121	8451.318	4076.999	5004	7639.001	8353.077
ENSG00000016082	ISL1	0	0	5	13	0	0	283	202
ENSG00000016391	CHDH	1389.061	1462.556	2836.707	2470.809	158	311.135	2156.488	2470.423
ENSG00000016402	IL20RA	0	7	302	195	0	0	53.999	72
ENSG00000016490	CLCA1	0	0	0	0	0	1	0	0
ENSG00000016602	CLCA4	11	0	0	0	0	0	0	0
ENSG00000016864	GLT8D1	2888.999	2799	2042.977	1287.217	2017	2348.999	3869.306	3480.509
ENSG00000017260	ATP2C1	7297.001	5680	5735.75	2704.494	3913.966	4194.999	15340.274	14431.319
ENSG00000017373	SRCIN1	35	45	741.999	1085.001	4	3	332.058	486.01
ENSG00000017427	IGF1	313	233	1	2	661	700	2	0
ENSG00000017483	SLC38A5	7086.382	7695.999	12478.848	10870.387	13767.064	13795.209	43	22
ENSG00000017621	MAGIX	99.999	83	85.015	107	88	113.001	70.846	141.227
ENSG00000017797	RALBP1	6884	6236	8658.678	7161.948	8753	12325	9838.269	9631.581
ENSG00000018189	RUFY3	1612.001	1660	1162.999	828.049	1727.999	1958	1833.998	1736
ENSG00000018236	CNTN1	1	0	2221.415	1014.847	0	0	11	7.026
ENSG00000018280	SLC11A1	15	38	33.077	23.003	131	197	24.209	12
ENSG00000018408	WWTR1	657.999	626.999	2227.807	2151.224	11	32	3949.9	3198.677
ENSG00000018510	AGPS	6232	5796	3245.266	1582.39	8834	11314.49	34	35
ENSG00000018607	ZNF806	0	0	8	2	0	0	0	0
ENSG00000018610	CXorf56	2065.708	1871.001	1127.855	1197.686	2687.11	2790.308	3019.629	2875.049
ENSG00000018625	ATP1A2	0	1	10326.733	10818.438	2	0	4.065	4
ENSG00000018699	TTC27	2525	2095	1952.595	1153.693	4971	5928	2135.498	2236.063
ENSG00000018869	ZNF582	57	43	319	219.998	139	207	0	0
ENSG00000019102	VSIG2	16	14	13	15	0	0	139	134
ENSG00000019144	PHLDB1	0	3	10592.692	12642.365	2473.999	3632.051	6735.782	5524.678
ENSG00000019169	MARCO	4	1	0	0	0	0	0	0
ENSG00000019186	CYP24A1	0	0	2	8	0	0	2042	1657
ENSG00000019485	PRDM11	66	135	294	424.002	16	37	245.001	249
ENSG00000019505	SYT13	0	0	1347.028	1458.371	6	14	11	19.024
ENSG00000019549	SNAI2	0	0	48	35	0	0	777	639.41
ENSG00000019582	CD74	160424.001	235456.001	4881.03	4387.263	91	20	3	5
ENSG00000019991	HGF	74	37	14	6	0	0	0	1
ENSG00000019995	ZRANB1	1365.17	1336.896	2490.241	1393.395	115.007	169.917	6009.707	5655.055
ENSG00000020129	NCDN	2715	3252.001	6192.029	7767.41	3231.999	3721	2198	3120.564
ENSG00000020181	GPR124	2	18	707	1001.558	55	65	383.003	425
ENSG00000020219	CCT8L1P	0	0	0	3	0	0	2.59	2
ENSG00000020256	ZFP64	1738.999	1998.999	5489.395	5245.07	1014	1165	2324.084	2308.454
ENSG00000020426	MNAT1	1156.001	864	1472.677	766.548	1830	2216.001	2660	2964.543
ENSG00000020577	SAMD4A	91.002	62.001	686.012	904.029	850	1063	2433.006	2204.999
ENSG00000020633	RUNX3	12215.999	15089	82	99	45	66	2	1
ENSG00000020922	MRE11A	2421.002	2114	891.025	514.623	2986.999	3738.571	2528.985	2470.038
ENSG00000021300	PLEKHB1	72	102.001	3095.209	3603.015	35	0	1032	919.009
ENSG00000021355	SERPINB1	74	69	1413.222	901.306	4805.001	6990.654	2534.294	2265.276
ENSG00000021461	CYP3A43	0	0	10.9	5	0	1	9.557	2.022
ENSG00000021488	SLC7A9	0	1	12	8	0	1	18	11
ENSG00000021574	SPAST	1566	1397	1383.994	793	2154	2642.425	3425.026	2939
ENSG00000021645	NRXN3	210	159	735.032	703.001	0	0	27.315	31.815
ENSG00000021762	OSBPL5	0	0	750.137	1048.86	888.001	1583.999	350	533.999
ENSG00000021776	AQR	5847	5394	8347.787	4194.944	6678.857	8112.056	9492.286	9802.766
ENSG00000021826	CPS1	78	39	1444.921	1096.87	764	888	331	249.001
ENSG00000021852	C8B	0	0	2	0	0	0	1	1
ENSG00000022267	FHL1	9	1	6786.373	4804.058	5	14	1857	2838.001
ENSG00000022277	RTFDC1	5603	5404.999	3263.104	2555.141	5606.001	7628	11311.245	14135.772
ENSG00000022355	GABRA1	3	0	897	278.394	0	0	2	0
ENSG00000022556	NLRP2	94.999	162.694	133.649	132.168	3143	3842.968	1.291	0
ENSG00000022567	SLC45A4	428.001	494	3373.151	3423.735	1493	1839.214	712	1015
ENSG00000022840	RNF10	6148	6332.999	9144.8	7063.065	7396	9174.147	9241.268	10347.355
ENSG00000022976	ZNF839	1761.001	1486.001	1349.929	1461.762	786.001	972.307	2196.339	2762.326
ENSG00000023041	ZDHHC6	3131	2631	2009.982	924	1831.001	2368	5367.202	5426.174
ENSG00000023171	GRAMD1B	6413.779	5829.001	2183.343	2028.003	1	2	6.03	3
ENSG00000023191	RNH1	8432.001	10579.998	5604.548	8066.169	7734.002	10872	2628.936	3911.167
ENSG00000023228	NDUFS1	9837.135	8448.243	8107.896	4793.402	8779.329	10899.384	14959.602	16383.672
ENSG00000023287	RB1CC1	1808	1277	2201.045	1539.254	3509.001	5744.207	7903.984	4740
ENSG00000023318	ERP44	4079	4083	1904.03	1056.743	2853.927	3540.834	7133	7742.21
ENSG00000023330	ALAS1	7043.999	6302	8537.835	7430.031	1632.999	1833.001	2854	3259.022
ENSG00000023445	BIRC3	15182.031	11683.783	12	4	73	39	143	76
ENSG00000023516	AKAP11	8607	7321.219	3136.375	1677.702	3318	4619	15318.661	13798.384
ENSG00000023572	GLRX2	662	905.001	236	156.064	2857	3228	1286.64	1505.661
ENSG00000023608	SNAPC1	679.343	432.99	1061	804.326	846.81	1113.112	1735.773	1369.987
ENSG00000023697	DERA	2399.999	2039.999	1113.128	487.003	530	494	1398.998	1413.86
ENSG00000023734	STRAP	11109	9092	13033.378	10751.195	8115	9311	10379.36	10621.493
ENSG00000023839	ABCC2	22	51	184	89.002	0	10	261	310
ENSG00000023892	DEF6	5694	6445.999	520.008	603.919	3418	4794	330.78	390.024
ENSG00000023902	PLEKHO1	9951.999	11511	2154.438	2051.966	843	1049.002	736.125	413.173
ENSG00000023909	GCLM	1068	1056	614.773	346.03	3672	4108	1279.834	1791.393
ENSG00000024048	UBR2	3411.001	2882.999	3584.111	2127.89	5885.026	6804.001	7102.274	7475.753
ENSG00000024422	EHD2	1	0	1210.185	2776.49	1279	2012	1325.445	2364.985
ENSG00000024526	DEPDC1	1842	1455.999	1894.973	947.031	2066	2578.001	4813.952	4082.166
ENSG00000024862	CCDC28A	983	833	694	292.032	1098	1639	1311	910
ENSG00000025039	RRAGD	1171	1036.001	1776	810.016	0	0	416	599
ENSG00000025156	HSF2	1676.999	1227	2361.442	967.849	2721.993	3384.999	2938.006	2646.415
ENSG00000025293	PHF20	4195	3780	5112.871	3718.726	2779	3682.001	2745.683	2733.114
ENSG00000025423	HSD17B6	69	63	309.001	168	57	33	179.999	177
ENSG00000025434	NR1H3	224	202.001	2722.347	2567.065	976	1004	414.001	548
ENSG00000025708	TYMP	4501.057	4553.592	87.996	98.952	230.889	254.999	53.078	101.967
ENSG00000025770	NCAPH2	6858.999	7343.001	6189.495	6139.794	5016.999	6646	1469.072	2440.18
ENSG00000025772	TOMM34	4030	4011	4384.777	3231.982	4322	4762	2423.96	2495.138
ENSG00000025796	SEC63	5638	4738	4631.434	2535.479	7619.682	9968.959	11761.561	10942.944
ENSG00000025800	KPNA6	9582.001	8558.967	12699.647	9665.228	11177.415	12117.477	11846.936	11906.59
ENSG00000026025	VIM	12045.825	13793	25290.211	23570.921	20639.999	35892.855	224.001	211
ENSG00000026036	RTEL1-TNFRSF6B	1676.32	1854.177	1850.241	2034.911	1881.762	3253.621	973.252	1823.997
ENSG00000026103	FAS	5972	4737	892.012	332.003	2	37	1146	1049.41
ENSG00000026297	RNASET2	3978.366	4346.886	1270.852	1514.009	5635.357	7886.871	1562.619	2516.963
ENSG00000026508	CD44	14613.998	12746.999	920.949	509.999	180	230.999	5190.998	5062.004
ENSG00000026559	KCNG1	0	0	2642.999	4146.352	106.567	134.014	392.368	357.097
ENSG00000026652	AGPAT4	421	342.001	5408.68	4926.547	1918.999	2173.355	72	34
ENSG00000026751	SLAMF7	15487.999	14643.112	0	2	26	53	4.449	0
ENSG00000026950	BTN3A1	3120.083	2583.852	1007.646	638.07	574.806	663.701	43.156	8.123
ENSG00000027001	MIPEP	2626.001	2757.999	1946.018	1139.426	1060	1303	1119.092	1315
ENSG00000027075	PRKCH	4029.001	3462.999	893.211	690.903	379	465	4849.094	4388.333
ENSG00000027644	INSRR	0	1	10	8	45	19	0	0
ENSG00000027697	IFNGR1	10801	9063.206	1235.038	672.076	1808	2077	3687.299	2782.002
ENSG00000027847	B4GALT7	1893.999	1894.336	3445.369	3424.999	1055.999	1559.001	901.001	1224.408
ENSG00000027869	SH2D2A	757.999	706.999	330.049	448	965.001	1117	6	3
ENSG00000028116	VRK2	4353	3876.835	878.208	447	2433	3353	2735.996	2537.266
ENSG00000028137	TNFRSF1B	9076	10235.001	448.297	473.534	8142	9654	8	2
ENSG00000028203	VEZT	6821.001	5344.999	5383.831	2633.009	2872.998	3746.009	10965.489	9891.794
ENSG00000028277	POU2F2	7836.999	8404	980.693	1043.022	47	89	69	61
ENSG00000028310	BRD9	4973.999	5682	1607.472	2604.904	5556.916	7731.708	5935.392	5414.962
ENSG00000028528	SNX1	9410.999	8601.957	5771.837	4411.255	8739.001	12336.769	15518.77	15298.165
ENSG00000028839	TBPL1	2290.999	2322.999	1750.579	855.836	6426	5921	2742.507	2082.763
ENSG00000029153	ARNTL2	4665.008	3780.999	980.001	442.032	24	56	2362.891	2365.825
ENSG00000029363	BCLAF1	14864.952	12378.003	8808.086	4148.149	15536.998	21079.999	35123.706	31079.578
ENSG00000029364	SLC39A9	6863	6317.001	6679.013	4613.502	3812	4438	15138.849	15598.643
ENSG00000029534	ANK1	138	185	761	1112.023	14500	17865	209.999	274
ENSG00000029559	IBSP	1	0	0	0	0	0	44	42
ENSG00000029639	TFB1M	1738	1530	2104.948	1061.974	1810.001	2281.814	620.001	665.179
ENSG00000029725	RABEP1	8104	7071.001	3009	1500.428	3641	5021	8542.79	9143.727
ENSG00000029993	HMGB3	4227.001	3822.066	14119.786	7635.568	5586	8011	32159.367	29082.795
ENSG00000030066	NUP160	9547.999	8288.999	14821.984	8562.933	11531	13948.001	23092.307	22461.159
ENSG00000030110	BAK1	3736.149	4361.435	5727.326	5959.625	2086.33	2957.603	1060.998	1651.971
ENSG00000030304	MUSK	8.001	2	1	0	0	0	0	0
ENSG00000030419	IKZF2	20180.999	17468.17	317	223.008	16	18	2283.842	1283.001
ENSG00000030582	GRN	11996	14811.999	35812.531	41256.049	2616.043	2801	9802.428	16738.081
ENSG00000031003	FAM13B	3301	2917.001	2276.656	1277.891	2180	2567	9418.367	7196.513
ENSG00000031081	ARHGAP31	4573	4794	614	532.001	0	0	121	87
ENSG00000031544	NR2E3	0	0	89.573	98.001	0	0	37	34.001
ENSG00000031691	CENPQ	567	541	963.154	377	1356	2025	1470	1273
ENSG00000031698	SARS	7843.989	8515.999	8879.015	9106.101	15134	19675.001	18006.169	19413.042
ENSG00000031823	RANBP3	7063.999	8086.999	10280.588	10637.912	5897	7680.999	2050.985	2875.406
ENSG00000032219	ARID4A	1615.999	1394	632	341.084	1166.999	1834.001	8256.634	6991.15
ENSG00000032389	TSSC1	3224.001	3759.999	5650.825	4747.898	2730	3516.998	2223.001	3210.392
ENSG00000032444	PNPLA6	6079.001	7042.406	9233.154	17171.909	1720.421	1918	1133	1808.427
ENSG00000032742	IFT88	374.999	261.001	267.001	129.066	1077.001	1232	1444.001	1414
ENSG00000033011	ALG1	2281.999	2319	6423.709	5380.071	1751.002	1957.619	1878.276	2327.936
ENSG00000033030	ZCCHC8	2591.738	2428.001	2311.918	1774.828	4280.997	5782.999	4091.656	4006.011
ENSG00000033050	ABCF2	8222	8311	6505.466	5225.226	13741.6	16686	7494.573	9566.884
ENSG00000033100	CHPF2	4529	4882	3742.361	4444.519	2944	4139.999	4011.004	5316.27
ENSG00000033122	LRRC7	0	0	14	17	91	162	9	0
ENSG00000033170	FUT8	5891.002	5357	1622.356	936	660	911.999	12301.214	8345.147
ENSG00000033178	UBA6	4466.244	3827.999	3162.99	1469.975	8530.999	10295	7620.193	7386.981
ENSG00000033327	GAB2	1468	1299	2005	2091.662	2898	4690.001	1248	1639.373
ENSG00000033627	ATP6V0A1	3928.009	4032	7635.017	8110.42	8021.937	11548.14	3937.353	4646.488
ENSG00000033800	PIAS1	3124.001	2448	5301.053	2894.038	2248	2515	4550.372	3964.673
ENSG00000033867	SLC4A7	3377	2790.002	5677.178	2600.506	921	1043.001	8529.088	7918.111
ENSG00000034053	APBA2	0	0	4063.301	3516.082	5238.001	5816.001	333	391
ENSG00000034063	UHRF1	7733.33	10250.441	3826.881	5439.618	7077.523	9700.051	6540.115	9006.22
ENSG00000034152	MAP2K3	2939.999	3140.999	2211.018	2776.749	764.001	878	1336.001	1693.729
ENSG00000034239	EFCAB1	0	0	6	11	0	0	0	0
ENSG00000034510	TMSB10	66692.003	57113	12336.645	12937.633	20876.498	21848.203	17303.617	18830.854
ENSG00000034533	ASTE1	664	513.001	994.001	573	566	497	1847.1	1662.999
ENSG00000034677	RNF19A	8081.998	6589.998	853.001	471.353	1698	2762.001	15510.385	11032.875
ENSG00000034693	PEX3	1909	1523.752	902.132	463	1524	1994	2542.009	2644.462
ENSG00000034713	GABARAPL2	5375	4789.184	3476.734	1752.024	3828.999	4584.999	10178.285	9367.39
ENSG00000034971	MYOC	0	0	0	0	0	0	1	0
ENSG00000035115	SH3YL1	1585.001	1239.001	1559.023	1198.027	433	527.827	7240.784	5690.004
ENSG00000035141	FAM136A	8369	7591.001	6274.793	4509.295	7928	9704.597	13804.838	13819.387
ENSG00000035403	VCL	7413.999	7483	55211.509	36668.365	20031.576	28115.41	12414.32	12085.594
ENSG00000035499	DEPDC1B	3732	3054.047	4181.847	2615.725	4371	5571	5178.736	4387.222
ENSG00000035664	DAPK2	549	559	172.004	166.021	245	293.999	494.188	564.593
ENSG00000035681	NSMAF	3842	3030.999	1894.474	1157.974	3640	4624.803	8354.231	8074.767
ENSG00000035687	ADSS	5891	4890.001	5632.901	3511.892	7049	9277	6844.317	6271.711
ENSG00000035720	STAP1	565	491	0	0	109	98	0	0
ENSG00000035862	TIMP2	0	0	4062.323	4084.594	0	0	3461.706	3796.708
ENSG00000035928	RFC1	4048.001	3619.001	4392.483	2395.603	4079.001	6576.999	6738.334	7025.565
ENSG00000036054	TBC1D23	1319	1400	1375.679	640.172	3769	4638.999	5146.999	4535.425
ENSG00000036257	CUL3	5040.001	4671.001	3363.366	1577.051	3623	4854.751	12220.873	11349.627
ENSG00000036448	MYOM2	0	11	59	59	3	7	4	0
ENSG00000036473	OTC	0	0	0	0	0	0	0	0
ENSG00000036530	CYP46A1	0	0	109.896	199.999	14	0	180.24	150
ENSG00000036549	ZZZ3	3014.001	2535	3335.29	1624.814	3610	4171.999	6395.018	5201.587
ENSG00000036565	SLC18A1	0	0	1	2	0	0	0	0
ENSG00000036672	USP2	3	3	483	597	903.999	696.001	230	297.963
ENSG00000036828	CASR	16	15	57	83	0	0	1	1
ENSG00000037042	TUBG2	1024.273	931.822	2043.937	3235.65	10.314	16.016	1113.152	1319.41
ENSG00000037241	RPL26L1	2413.717	2160.999	2312.135	1184.539	2867	3157.986	3850.591	4354.958
ENSG00000037280	FLT4	0	0	2270.13	2628.007	21	17.999	112	216
ENSG00000037474	NSUN2	10596	10774.687	6649.795	5578.014	16845	21196.118	12030.741	14844.733
ENSG00000037637	FBXO42	2668	2594.999	4563.288	4105.038	2917	3174.12	3442.829	3967.207
ENSG00000037749	MFAP3	2418.539	1666.458	3557.99	1989.472	2590	2982.003	4774.999	3994.999
ENSG00000037757	MRI1	4162	4389	3503.776	4179.985	3426.263	4598.999	2653.363	3577.5
ENSG00000037897	METTL1	1062	1294	2410.114	1865.741	1261	1391.382	2674.002	2774.828
ENSG00000037965	HOXC8	0	0	0	0	130	161	134	190
ENSG00000038002	AGA	1050	1078	680	447	589.001	732	1158.364	1088.016
ENSG00000038210	PI4K2B	5779	4987	795.355	533.007	2287	3417	4698.894	4236.923
ENSG00000038219	BOD1L1	6459	6158.014	3328.058	2163.149	3327.009	5568.249	9933.842	8313.922
ENSG00000038274	MAT2B	4741	3925	4855.748	2338.53	3588.999	4465	5809.666	4839.249
ENSG00000038295	TLL1	11	2	56	29	0	0	12	3
ENSG00000038358	EDC4	8340.178	9471.367	11046.342	12360.802	11455.105	16043.617	6559.334	8900.514
ENSG00000038382	TRIO	10765.001	10952	10795.602	10389.892	228	351.999	20512.549	19332.998
ENSG00000038427	VCAN	1414	1461.999	42317.156	31309.655	26	19	53	57
ENSG00000038532	CLEC16A	4015.001	4407	2519.707	3217.04	2526.513	3118.802	4793.684	5932.67
ENSG00000038945	MSR1	4	2	3	0	21	26	1	0
ENSG00000039068	CDH1	4654.999	4013.051	44889.185	34425.25	1	0	63001.94	94439.449
ENSG00000039123	SKIV2L2	7226	5735	4000.003	2133.694	14008.301	18815.525	9869.47	9903.669
ENSG00000039139	DNAH5	0	2	117	54	0	0	909	486
ENSG00000039319	ZFYVE16	1269.484	980	1151.91	832.169	1880	2313.011	6122.168	5283.048
ENSG00000039523	FAM65A	1212.001	1573.999	631	863.759	966	1021.001	2112.103	2693.53
ENSG00000039537	C6	0	0	0	0	0	0	0	4
ENSG00000039560	RAI14	263	219	11853.552	8216.167	4988	6072.999	4653.39	2793.098
ENSG00000039600	SOX30	8	0	49	39	0	3	19	8
ENSG00000039650	PNKP	3134.999	3427.002	4118.045	5211.225	2872.009	4073	1613.522	2515.476
ENSG00000039987	BEST2	0	8	960	1203	0	0	8.002	7
ENSG00000040199	PHLPP2	3176.001	2897.001	3682.689	2418.164	972	1014	7106.628	8072.676
ENSG00000040275	SPDL1	4430.999	3570.001	2207.149	1003.511	4256.002	6570.001	7124.236	6912.097
ENSG00000040341	STAU2	3344.001	2628.999	3121.535	1570.028	2592	3124.001	6517.285	5907.769
ENSG00000040487	PQLC2	1673.001	1662.001	2954.227	3118.184	2236	3544	502	887.415
ENSG00000040531	CTNS	913.999	1063.001	2006.336	1912.149	575.999	717.378	660.006	821.063
ENSG00000040608	RTN4R	39	84	5073	5291.567	109	212	122	192
ENSG00000040633	PHF23	2964	3423	4597.191	3409.983	2624.999	3250	2345.262	2152.388
ENSG00000040731	CDH10	0	6	20	8	0	0	1	0
ENSG00000040933	INPP4A	7482.999	7984.796	7969.503	7522.2	1821.999	1778	4474.999	5176.001
ENSG00000041353	RAB27B	0	0	19	13	229	230	2513	1804.658
ENSG00000041357	PSMA4	12498.011	9849	14092.153	6035.489	16531.998	25730.148	31583.071	31586.345
ENSG00000041515	MYO16	2	5	5	5.003	822	1076.001	130.496	119.64
ENSG00000041802	LSG1	4777	5169	3947.567	2756.127	5237.797	6561.722	12311.48	13235.413
ENSG00000041880	PARP3	2256	2613	200.017	207.002	448.999	651	318	321
ENSG00000041982	TNC	36	40	949.001	994.001	0	1	61	189
ENSG00000041988	THAP3	863	902.999	642.007	771.826	1554.999	1439.093	268.017	246.014
ENSG00000042062	FAM65C	7	0	849.062	1058.898	8106.116	9776.122	416.186	481.359
ENSG00000042088	TDP1	3926	3593.001	4329.609	2822	2354	2552.04	4844.792	5285.747
ENSG00000042286	AIFM2	3090	3595	895.846	698.062	2012	2499	1070.435	1435.451
ENSG00000042304	C2orf83	0	0	0	0	0	0	2.002	1.001
ENSG00000042317	SPATA7	155	103	372.042	212.999	211	195.999	1822.999	1315
ENSG00000042429	MED17	2522.015	2386.039	1603.196	1289.596	1909.369	2688.853	2574.585	2338.516
ENSG00000042445	RETSAT	2899.998	2647	2799.896	2655.142	1602	2269.999	2095.012	2214.464
ENSG00000042493	CAPG	5949	5935	5307.816	5322.254	2544	3417	767	1405.999
ENSG00000042753	AP2S1	5202	6112	10670.418	11816.366	6500	9081	3845.557	5944.294
ENSG00000042781	USH2A	8	1	17	13	0	0	9	4
ENSG00000042813	ZPBP	0	0	2	0	0	0	2	4
ENSG00000042832	TG	5	3	3	2	0	3	25	15
ENSG00000042980	ADAM28	0	0	100	77	9	0	6	3
ENSG00000043039	BARX2	4	1	1	0	0	1	205.15	292
ENSG00000043093	DCUN1D1	3298	2640.999	2220.188	1008.783	2808	3633.03	8240.995	6402.192
ENSG00000043143	JADE2	5933.51	6785	7134.629	6476.707	1213	2208	3960.071	5258.375
ENSG00000043355	ZIC2	0	0	9888.376	9921.48	598	858.001	355	387
ENSG00000043462	LCP2	2392	2140.999	37	12	1409	1546.001	2	0
ENSG00000043514	TRIT1	2266	2278.002	1322.257	885.023	5859.001	6943.001	2497.001	2273.001
ENSG00000043591	ADRB1	356	337	25	20	0	4.09	22	35
ENSG00000044012	GUCA2B	0	0	0	0	0	0	0	0
ENSG00000044090	CUL7	3463	3293.583	5613.667	5931.602	3073.001	3837	4859.594	5289.648
